texto,sentimiento
"Hoy los analistas de Deutsche Bank han ajustado a la baja su valoración sobre ellas, aunque todavía ven un potencial de más del 20% ante los niveles actuales.",negativo
"Los futuros nos permiten no solo invertir en determinados activos, sino cubrir nuestras carteras y ponernos cortos de esos mismos activos.",neutral
"Hill está trabajando para que el negocio principal de Nike vuelva a la normalidad con un enfoque más centrado en deportes como el baloncesto y el atletismo, pero existe una creciente urgencia por revertir la caída en China y en su marca Converse, donde las ventas cayeron más de lo esperado el trimestre pasado.",negativo
"Tres ejes de inversiónPaula Chaves, analista de mercados de Greyhound Trading, explica a Bloomberg Línea que el principal foco de inversión sigue siendo minería, especialmente el cobre.",positivo
"Los nuevos módulos, que incorporan la tecnología FS7 IGBT y EliteSiC de la compañía, ofrecen hasta un 0.1% más de eficiencia, un rendimiento de potencia-peso un 32% superior y una disipación de potencia un 8% menor que las versiones anteriores.",positivo
"“Con el escenario descrito, el déficit fiscal primario estaría entre 3,0% y 3,6% del PIB.",negativo
"El mercado estará atento a las declaraciones del presidente Trump, ya que cualquier retórica agresiva sobre aranceles o escalada bélica en Medio Oriente podría empujar al par USD/MXN a buscar la resistencia de los 18.00 unidades”, indicó Felipe Mendoza, analista de mercados EBC Financial Group.",neutral
"Este hito ha sido posible gracias al liderazgo de gigantes tecnológicos como Amazon, Nvidia y SoftBank, lo que ha llevado a que la valoración de la 'startup' alcance los 852.000 millones de dólares (740.527 millones de euros).",positivo
"Ver más: Turismo espacial en crisis: poca demanda, vuelos en pausa, retrasos y acciones en caídaLas acciones de Virgin Galactic subieron hasta un 20% en la sesión del martes en Nueva York.",positivo
"Sin embargo, la inflación anual de alimentos aumentó 73pbs, llegando al 5,83%, mientras que la inflación anual sin alimentos se redujo 25pbsy pasó de 5,41% en enero a 5,16% en febrero.",neutral
"Adolfo Monclús, director de Asset Management, Latinoamérica y codirector de Inversiones de EDM, explica que la volatilidad de las decisiones políticas es un inmejorable caldo de cultivo para estas reacciones en los mercado.",neutral
"RegulaciónVesto está registrado en la CNMV como agente comercial de ACapital BB (nº 270), bajo su supervisión directa y la normativaMiFID II europea.",neutral
"En este último caso, la facturación se situó en 32.161 millones de yuanes (4.601 millones de dólares), aunque el informe precisa que, incluyendo ingresos procedentes de otros segmentos de Huawei, esa cifra ascendería a 72.075 millones de yuanes (10.310 millones de dólares).",neutral
"“Sin una señal clara de que las dos partes se están acercando a una resolución, no estoy listo para decir que las acciones han tocado fondo”, advirtió Nick.",negativo
"En paralelo, después de la entrada en vigor del sistema de cotización por ingresos reales, losautónomos tendrán que ajustar por primera vez en esta campańa el resultado de la regularización de cuotas del ańo pasado, correspondiente al ejercicio 2023.",neutral
"- Ángel Escribano dimite como presidente de Indra tras la pugna con Moncloa- La Indra de Escribano: cifras récord y una fallida fusión rodeada de polémica- Carlos Cuerpo: ""Las decisiones sobre la dirección de Indra se toman en sus órganos de gobierno""Es el hombre elegido por Moncloa y Sepi para tomar las riendas de la compańía que tiene que liderar el sector de la Defensa en Espańa.",neutral
"En ese contexto, el verdadero objetivo del inversor no debería ser predecir cada giro del mercado, sino construir procesos de inversión disciplinados y resilientes.",neutral
"28036 Madrid- Teléfono: 942049000- Web: www.servihabitat.com- Facturación 2023: 125 millones de euros- Nş de empleados: 575GODAY, BorjaCONSEJERO DELEGADOSILICIUS REAL ESTATE SOCIMI- Sede social: C/ Velázquez 123, 6Ş. 28006 Madrid- Teléfono: 902222000- Web: www.socimisilicius.com- Activos bajo gestión 2023: 581 millones de euros- Nş de empleados: 18MENCOS, ÍńigoPRESIDENTEGUTIÉRREZ, Juan AntonioCONSEJERO DELEGADOSOCIEDAD DE TASACIÓN- Sede social: C/ Príncipe de Vergara, 43.",neutral
"El ministro de Hacienda reiteró su visión de una estrecha situación de las arcas fiscales: “En el período anterior debió haberse contraído deuda correspondiente al año 2025 que se corrió para el año 2026, porque no es normal recibir una caja con US$46 millones”.",negativo
"“El mercado está anticipando que Trump quiere salir de la guerra”, dijo Pratik Kala, gestor de cartera de Apollo Crypto, un fondo de cobertura de activos digitales.",neutral
"Los futuros cotizan este martes al alza: el futuro del DOW JONES Ind Average se anota un 0,79%, hasta los 45.570 puntos, el S&P 500 sube un 0,7% y el NASDAQ 100 sube algo más de seis décimas, sobre los 23.108,70 puntos.",positivo
"28923 Madrid- Teléfono: 916499000- Web: www.chicco.es- Facturación 2023: 33,96 millones de euros- Nş de empleados: 531REMIGIO, Felipa y LOPES, JoaoCONSEJEROS DELEGADOSBANDAI ESPAŃA- Sede social: Avd.",neutral
"Mientras las expectativas de inflación se mantuvieran ancladas en torno a su objetivo del 2 % y el mercado laboral no estuviera tenso, la Fed creía que la inflación volvería a situarse en el 2 %.",neutral
"Pese a la magnitud de los movimientos de la deuda, ambas gestoras creen que no están reflejando con fidelidad el riesgo económico.",negativo
"28037 Madrid- Teléfono: 917872300- Web: www.alhambraIT.com- Nş de empleados: 195GUEVARA, JaimeDIRECTOR GENERALDÍAZ, José RamónDIRECTOR COMERCIALAMERICAN TOWER CORPORATION- Sede social: Ronda de la Comunicación, s/n, Distrito C. 28050 Madrid- Teléfono: 914823800- Web: ww.americantower.es/es- Facturación 2024: 300 millones de euros- Nş de empleados: 125NOGUERA, DanielCONSEJERO DELEGADOASTEO Red Neutra- Sede social: C/ Anabel Segura, 10.",neutral
"28001 Madrid- Teléfono: 915383500- Web: www.camaramadrid.es- Facturación 2024: 29 millones de euros- Nş de empleados: 131ASENSIO, ÁngelPRESIDENTESERRANO, EvaVICEPRESIDENTA PRIMERACEAJE, Confederación Espańola de Asociaciones de Jóvenes Empresarios- Actividad: Dentro de la CEOE, aglutina a 18.500 asociados y 21.000 empresas.",neutral
"«La convierte en una de las pocas localizaciones que no está en el norte de España» en la producción de acero, ha añadido Padilla, que ha indicado que Puertollano cuenta ya con 50 empresas vinculadas al hidrógeno en una región «donde el mix energético supera ya el 87 % renovable».",neutral
Pero la empresa tuvo otros motivos por los cuales en febrero decidió cerrar la fábrica y enviar los telegramas de despidos.,negativo
"La firma se asienta así como el principal accionista del banco catalán , por delante del 4,95% de Zurich y del 3,86% de David Martínez.",neutral
"Su Ebitda, su resultado bruto de explotación alcanza los 108 millones de euros, con una mejora sustancial del 36,4%.",positivo
"La gama de clases de activos que ofrecen suele ser amplia, al igual que ocurre con los brokers minoristas de CFD.",neutral
"La consecuencia directa de esta nueva norma, que ya ha cerrado el acuerdo en ponencia y se encuentra en fase de tramitación parlamentaria, será que la suma de las rentas de todas estas habitaciones no podrá superar el precio que les corresponda como vivienda completa allí donde se aplique el límite del alquiler.",neutral
La fase actual también obliga a revisar el perfil de riesgo real de cada inversor.,neutral
"34210 Palencia- Teléfono: 979761413- Web: www.dssmith.com/es- Facturación 2024: 303 millones de euros- Nş de empleados: Unos 570MONTFORT, IgnacioCONSEJERO DELEGADOENCE-ENERGÍA Y CELULOSA- Sede social: C/ Beatriz de Bobadilla, 14, 4Ş. 28040 Madrid- Teléfono: 913378500- Web: www.ence.es- Facturación 2024: 876 millones de euros- Nş de empleados: 1.245COLMENARES, IgnacioPRESIDENTE Y CONSEJERO DELEGADOIBERPAPEL GESTIÓN- Sede social: Avd.",neutral
"En este arranque de 2026 registra una caída de un 6,57%.",negativo
"Las vacantes se redujeron a 6,88 millones desde los 7,24 millones revisados al alza de enero, la cifra más alta desde mayo.",negativo
"28108 Madrid- Teléfono: 913018900- Web: www.carrefour.es- Facturación 2024: 9.176 millones de euros- Nş de empleados: 53.500PERTHUISOT, ElodieDIRECTORA EJECUTIVACONDIS- Sede social: C/ del Mig, 72-80.",neutral
"La entidad contaba a cierre del ańo pasado con 41 directivos que tienen recogido por contrato el cobro de una indemnización en caso de cese, siempre que no sea por voluntad propia o por jubilación.",neutral
"“Este crecimiento supera la capacidad de oferta, lo que provoca un aumento prolongado de los precios a largo plazo”.",positivo
"Estructura de la operaciónEstos poderes familiares son los que hacen que las partes hablen de una fusión, y no de una adquisición directa de la empresa de mayor tamaño, Estée Lauder, sobre Puig.",neutral
"Esas medidas se producen tras la reciente subida por el Gobierno egipcio de hasta un 17 % de los precios de productos energéticos, en especial la gasolina y el diésel, así como la aplicación de un sistema de teletrabajo un día a la semana durante el mes de abril.",neutral
"Como bien concluyen los debates académicos de esta semana, estamos entrando en la era de la ""Innovación Líquida"".",neutral
"«Combinando las marcas icónicas de Unilever Foods con el portafolio excepcional de McCormick, establecemos un negocio enfocado, de alta calidad, con importante crecimiento y creación de valor», declaró.",positivo
"""Si vuelve a haber un episodio de volatilidad causado por la aparici�n de buenas herramientas de IA, los ingresos por conectividad fija y m�vil -basados en suscripciones- no pueden ser f�cilmente desintermediados por la IA"", apuntan en Singular Bank.",positivo
Solana abre el martes al alza en los 82.47 dólares.,neutral
"El 114% de aumento en la valoración fijada por UBS, hasta los 120 euros por acción, otorga a ACS un potencial alcista adicional del 7% respecto al cierre de hoy.",positivo
"Durante su trayectoria de diez años, Stockdale lideró y concretó múltiples inversiones propietarias de deuda de infraestructuras de alto rendimiento en diversas ubicaciones geográficas.",neutral
"Esa herencia, ha remarcado, incluye la saturación turística generada por un «crecimiento descontrolado», con «el mayor crecimiento de plazas de la historia (90.000 en las dos legislaturas precedentes), acompañado de la proliferación de la oferta ilegal.",negativo
"28033 Madrid- Teléfono: 917883700- Web: www.clearchannel.es- Facturación 2024: 100 millones de euros- Nş de empleados: 194SÁEZ, JordiCONSEJERO DELEGADOCLICKNARANJA- Sede social: C/ Glorieta de Quevedo, 9.",neutral
"En el gráfico diario de Iberdrola (IBE), destacamos que el oscilador MACD ha conseguido neutralizar con éxito lecturas de extrema sobrecompra durante las últimas sesiones sin sacrificar la tendencia alcista de fondo.",positivo
"Al incluir oro en la cartera, se puede reducir el riesgo general debido a su baja correlación con otros activos financieros.",positivo
"Un cierre de vela diario por debajo de 80 dólares haría que el objetivo de 73 dólares fuera mucho más realista, abriendo la puerta a una caída del 15% desde el punto de ruptura.",negativo
"En el mercado bajista de 2022, la señal que marcó el verdadero suelo fue la caída del precio al contado por debajo del precio realizado.",neutral
"Sin embargo, si la pérdida de suscriptores supera los ingresos de los suscriptores restantes, podría ser una señal de que la economía estadounidense está llegando a un punto de inflexión.",negativo
"28050 Madrid- Teléfono: 900866634- Web: www.douglas.es- Facturación 2024: 4.450 millones de euros (global)- Nş de empleados: 750 (Espańa)PAMPANI, FabioPresidente regional y director general para sur de EuropaESSITY- Sede social: Ctra.",neutral
"La idea es generar altas rentabilidades y elevados rendimientos en estos mercados, algo que, de nuevo, solo puede encontrarse en un fondo de bonos de mercados frontera con un enfoque específico.",positivo
"Además del suministro energético, el contrato incluye la cesión del uso de las cubiertas municipales para la instalación de las placas y afectará a edificios como el Centro Deportivo Municipal Miralbueno, el Aula de Naturaleza del Parque Grande, el Centro Cívico de Miralbueno y dos escuelas infantiles.",neutral
"28046 Madrid- Teléfono: 914067300- Web: www.accuracy.com- Facturación 2024: 185 millones de euros (global)- Nş de empleados: 55 (Espańa)SAURA, EduardSOCIO DIRECTORAEC, ASOCIACIÓN ESPAŃOLA DE EMPRESAS DE CONSULTORÍA- Sede social: C/ Monte Esquinza 34, 2ş B. 28010 Madrid- Teléfono: 913080161- Web: www.aecconsultoras.comBENEYTO, José MaríaPRESIDENTEAECOM- Sede social: C/ Alfonso XII, 62, 5ş.",neutral
ha habido periodos de bajadas de precio de los activos inmobiliarios.,neutral
"En un mercado muy volátil que pasa por la clave de las declaraciones de Jerome Powell sobre no subir los tipos de interés en este momento, al entender que la inflación no es de largo plazo.",negativo
"Ese rebote, sin embargo, no fue suficiente para maquillar un balance mensual claramente negativo: marzo ha sudo el peor periodo para estos mercados desde 2022, cuando estalló la guerra en Ucrania.",negativo
"Otro de sus aliciente pasa por la diversificación de su porfolio de cara a hacer más atractiva la oferta para abarcar a todo tipo de clientes, aunque se estrategia actual se centra básicamente en destino de alta demanda y en el segmento premium o de gama alta.",neutral
- Net loss of $151.6 million or $0.71 loss per share.,negativo
"De hecho, todavía permanece en positivo con ganancias del 10,44% pero tras perder más de un 22% en el último mes, también tras los recortes de algunas firmas en su potencial recorrido, caso del JPMorgan que ha rebajado hasta los 40 euros desde los 53,5, de forma que cotiza ahora sobrevalorado en más de dos euros en el mercado.",negativo
"Las acciones europeas se disparan y el petróleo cae tras anunciar Trump la salida de Irán en 2-3 semanasInvesting.com - Los mercados globales abren el 1 de abril con una mezcla explosiva de geopolítica, volatilidad y señales contradictorias.",neutral
"Actualmente, las cosas parecen más calmadas, y el IBEX 35 ha recuperado parte de su valor.",positivo
"CaixaBank lanza el primer fondo de 'hedge funds' multiestrategia de una gestora españolaEl fondo ofrece una exposición diversificada a estrategias alternativas con el objetivo de complementar las carteras tradicionales de renta variable y renta fijaCaixaBank AM, la gestora presidida por Juan Gandarias, quiere ganar más presencia en alternativos, un segmento de inversión que ha experimentado un gran empuje en nuestro país en los últimos años.",positivo
Entre las grandes ofertas del año fiscal se incluyen la OPV de 370.000 millones de yenes de SBI Shinsei Bank Ltd.,neutral
Eso debería perjudicar directamente al oro y a otros activos negociados a nivel mundial cotizados en dólares.,negativo
"Energía como impuesto, demanda frágil y apoyo público desapareciendo al mismo tiempo.",negativo
"Según datos recopilados por Bloomberg, en el primer trimestre se anunciaron 18 acuerdos valorados en US$10.000 millones o más.",positivo
Regulaciones: está regulado por la CNMV y por el Banco de España.,neutral
"Al mismo tiempo, el aumento de las vulnerabilidades energéticas ha enfriado el optimismo que despertó el plan de expansión fiscal alemán.",negativo
Otro elemento a favor es su política de remuneración al accionista.,positivo
"A las 11:30 horas, el crudo brent, el de referencia en Europa, con el contrato de entrega para junio, cae el 0,73 %; y se encuentra en 103,21 dólares, mientras que el west texas intermediate (WTI), de referencia en EE.UU., baja un 1,15 %; y se encuentra en 100,28 dólares, antes de la apertura oficial de Wall Street.",neutral
"El crecimiento del PIB real se moderó en el cuarto trimestre, en parte debido al cierre del gobierno, pero las ventas finales a compradores privados nacionales aumentaron a un ritmo respetable.",neutral
"CaixaBank Asset Management, la gestora de activos de CaixaBank, ha realizado cambios en su consejo de administración y lo ha hecho con el fichaje de Rosario Vacas Roldán, que ocupó hasta hace unos pocos meses la coordinación global de Tecnología y Operaciones en Banco Santander, entidad en la que ha ostentado distintos cargos a lo largo de casi dos décadas, tanto nacionales como internacionales.",neutral
"La compañía se ha disparado un 12,97% tras analizar una fusión con Estée Lauder.",positivo
"Los futuros avanzanLos futuros de las acciones estadounidenses apuntaban al alza el miércoles, mientras que los precios del petróleo se desplomaban por debajo de los 100 dólares por barril, ya que los inversores nerviosos parecían sentir cierto alivio ante las señales de que EE.UU. está cerca del final de su campaña de más de un mes en Irán.",positivo
Los inversores especializados en hacerse con activos en dificultades a precios de ganga creen que la crisis del crédito privado representa su mejor oportunidad desde la crisis financiera de 2008.,positivo
"Lo más ""Marxiano"" (de Groucho) es que, en España, el ""due diligence"" de los fondos que va a tener el fondo de fondos lo hace el propio banco que va a colocarlo entre sus clientes.",neutral
"- José Luis Molina (Altamar): ""Es más fácil levantar un fondo de 10.000 millones que de 1.000""- Altamar aprovecha el 'boom' de las reventas del capital riesgo para levantar un fondo de 1.600 millonesLa gestora espańola de fondos se valoró en 335 millones de euros cuando Permira entró en su capital con un 40% en 2024.",positivo
"En este marco, la cuestión central ya no reside únicamente en la validez del diagnóstico, sino en la capacidad de la política económica para traducir la velocidad y consistencia de los ajustes en un proceso sostenido de construcción de confianza de largo plazo.",neutral
"Asimismo, se ha procedido a dar de baja activos por impuestos diferidos por importe de 8,3 millones de euros.",negativo
"28003 Madrid- Teléfono: 915727200- Web: www.ey.com/es_es/people/ey-abogados- Facturación 2024: 213,8 millones de euros- Nş de empleados: 1.209PALACÍN, RamónSOCIO DIRECTORFIELDFISHER- Sede social: Pş Gracia, 103.",neutral
Trade RepublicTrade Republic ha lanzado una plataforma de inversión en ETFs en la que se pueden comprar y vender más de 1.500 activos.,neutral
"Ver más: El petróleo caro daría respiro a Latinoamérica en medio de crecientes presiones fiscales: OCDELa demanda viene impulsada por la transición energética, en el caso del cobre y el litio, y las tensiones geopolíticas, del petróleo.",positivo
"Tapestry, propietaria de Coach y Kate Spade, registró un crecimiento de dos dígitos en las ventas en tiendas durante el trimestre finalizado el 27 de diciembre, debido en gran parte al entusiasmo de los compradores de la generación Z, según afirma el director de crecimiento, Sandeep Seth.",positivo
"En su última intervención ha ido más allá, al reiterar la idea de una pronta finalización de la guerra, incluso sin necesidad de alcanzar un acuerdo con Irán.",neutral
"Por otro, el informe advierte que la dependencia de un recurso volátil sigue siendo un riesgo estructural, especialmente en un escenario en el que la transición energética podría reducir la demanda en el mediano plazo.",negativo
"Además, la utilización de la capacidad instalada descendió al 40,2%, el nivel más bajo de los últimos cuatro años.",negativo
"“Hay una combinación de factores muy potente: demanda potencial firme, políticas públicas favorables y costos relativos más bajos frente a otros cultivos”, concluyó Romano, en un escenario donde la próxima campaña podría redefinir el equilibrio agrícola global .",positivo
"Los combates en Irán no dan señales de amainar, mientras que una crisis de suministro derivada de la interrupción del flujo de petróleo a través del estrecho de Ormuz amenaza con mermar los beneficios empresariales y frenar el crecimiento.",negativo
"""Lo que no se prevé casi en ningún caso es una subida de tipos, ya que no existen motivos de peso para ello.",neutral
"Los principales índices asiáticos se mueven en rojo, encaminándose hacia su mayor caída desde 2022, según datos de Reuters, con un Nikkei japonés que cae hoy un 1,27%, hasta los 51.227 puntos.",negativo
"Ventajas e inconvenientes de las operaciones de apalancamientoVentajas- No se arriesga el capital propio: Al operar con una empresa de Prop trading, los clientes utilizan fondos ficticios, lo que significa que no ponen en riesgo su propio dinero.",neutral
- Variación %: La variación en % del precio de la acción.,neutral
"Las acciones europeas se disparan y el petróleo cae tras anunciar Trump la salida de Irán en 2-3 semanasInvesting.com - Bank of America advierte que el aumento de los precios de la energía impulsará la inflación general de EE.UU. cerca del 4% en los próximos meses, y se espera que las presiones sobre los precios persistan hasta bien entrado el próximo año.",negativo
"Sobre la ubicación de las propiedades futuras, el empresario mencionó que además de sumar más propiedades en las ciudades donde tiene presencia, ve capacidad para crecer de forma natural en Guadalajara, Monterrey y en algunas playas con dinámicas de migración positiva.",positivo
"Los futuros de las acciones estadounidenses ya están reaccionando positivamente, lo que sugiere una apertura al alza en Wall Street.",positivo
"La bolsa española se cubre de la gloria general ya respirada a última hora de ayer en Wall Street, que se mantiene vida de forma moderada hoy y que celebran en bloque las bolsas europeas, junto con petróleo a la baja, oro al alza, igual que el euro y el Bitcoin y con ligeras correcciones en las tires de la renta fija.",positivo
La comparativa no incluye los ingresos generados por Aspy.,neutral
"En los últimos días el CUP marcó un mínimo histórico en el mercado informal al depreciarse hasta las 515 unidades por dólar estadounidense, en el contexto de las crecientes presiones de Estados Unidos sobre Cuba.",negativo
Su estabilidad a largo plazo y su capacidad para mantener su valor lo convierten en un activo atractivo.,positivo
"La portavoz ha defendido que Castilla-La Mancha ofrece «estabilidad», y ha apuntado como prueba que la inversión extranjera ha crecido un 143 % frente a una caída del 25 % a nivel nacional, o que «el 75 % de las empresas que han invertido en la región están ampliando o mejorando su actividad».",positivo
"Primero, analizaremos un indicador con más de 100 años de historia: el índice Shiller CAPE del S&P 500, una medida de los precios de las acciones ajustada a la inflación en relación con las ganancias por acción.",neutral
"Estados Unidos mantiene que la guerra durará en total de 4 a 6 semanas, lo que supondría un final de las operaciones a mediados de abril, pero la incertidumbre sobre el futuro ha provocado el desplome de las bolsas, especialmente las asiáticas.",negativo
"El rey Felipe VI inaugura hoy en Madrid la XVI edición del foro SID, que reunirá a unos 200 inversores con los directivos de las 42 empresas más relevantes del paísLos analistas esperan que las iniciativas de la empresa junto con la diversificación de marca y la mejora de la demanda china impulsen su negocio.",neutral
"“Aunque el grupo terrorista hutí no ha atacado buques comerciales desde el acuerdo de alto el fuego entre Israel y Gaza en octubre de 2025, los hutíes siguen representando una amenaza para los activos estadounidenses, incluidos los buques comerciales, en esta región”, señaló la Administración Marítima del Departamento de Transporte de EE UU la semana pasada.",negativo
"Esta escalada se produce en un entorno de mercado especialmente nervioso, en el que los inversores buscan puntos de corrección ante unas valoraciones consideradas, en general, elevadas”, opina.",negativo
"Partenón, 10, 2Ş. 28042 Madrid- Teléfono: 917210221- Web: www.weboverlap.net- Facturación 2023: 15,1 millones de euros- Nş de empleados: 152RUIZ DEL PORTAL, JuanDIRECTOR GENERAL ESPAŃA Y PORTUGALPEOPLEMATTERS- Sede social: C/ Serrano, 21.",neutral
"A 01.04.2026, la cotización del SGLD ETF es de 459,65, con un cierre anterior de 444,10.",neutral
El peso mexicano se dirige a otra jornada de ganancias ante el dólar este miércoles 1 de abril gracias que el ‘apetito’ por los activos de riesgo se reestablece en el mercado.,positivo
"La desinversión de ASPY generó un impacto contable de -100,5 millones, pero permitió reducir deuda neta a 27,2 millones (1,3x EBITDA).",neutral
"Si el objetivo es obtener una ganancia neta de unos 30.000 euros, el precio de venta debería situarse por encima de los 410.000 euros, lo que implica subidas de más del 35%.",neutral
El mercado laboral sigue sin mostrar señales concretas de recuperación.,negativo
"Consultá aquí su cotización actual, evolución y variación diaria.",negativo
"Por su parte, la diferencia entre la inflación anual de hogares de ingresos altos y la de hogares vulnerables para este mes fue de 29puntos básicos, mayor a la presentada en enero pasado cuando fue de 27puntos básicos; cabe resaltar que este es el tercer mes consecutivo en el que esta diferencia crece.",neutral
"XTB, presente en España desde el año 2008, cuenta actualmente con más de un millón de clientesPrincipales características XTB- Activos negociables: dispone de más de 6.000 productos financieros entre los que se encuentran las acciones, ETFs y derivados como divisas, materias primas, índices.",neutral
"Entre las principales novedades, la firma ha anunciado el lanzamiento de nuevos vehículos de previsión social, como Cobas Autónomos Renta PPES y Cobas Empleo Renta PPE, en línea con su propuesta en renta fija de Cobas Renta FI, que registra una TAE desde inicio del 3%.",neutral
La entidad ofrecerá servicios de custodia y compraventa de activos digitales a sus clientes.,neutral
Su supervisión por parte de la CNMV y el respaldo del grupo financiero Creand aportan un marco de seguridad que prioriza la transparencia y la protección del capital.,neutral
"Asimismo, indica que el petróleo es la principal fuente de riesgo inflacionario en EE.UU.El banco proyecta una inflación de 2,9% este año y 2,6% en 2027 en EE.UU., con una Reserva Federal cautelosa y recortes graduales de tasas.",neutral
"El profesional, hasta ahora socio de FR Estudio Legal, es experto en derecho administrativo y litigación y cuenta con una amplia experiencia jurídica en todas las materias del sector salud, particularmente en el área de la regulación y fiscalización de los seguros privados y de prestadores de salud, como se reseña en la página web del referido bufete.",neutral
"De todos modos, el optimismo por un pronto fin de la guerra entre Estados Unidos e Irán, ante un Donald Trump que pareciera más dispuesto a dar por terminado el conflicto, hizo repuntar a los mercados y culminar el trimestre recortando sus pérdidas.",positivo
"Activos negociables: Ofrece una amplia variedad de activos negociables para invertir en futuros, incluyendo más de 100 contratos de futuros en distintos mercados.",neutral
Activos negociables: Ofrece a los inversores operar en las principales Criptodivisas.,neutral
"Las aerolíneas suben en Bolsa por la caída del crudoLas aerolíneas mundiales, que registraban fuertes caídas en la apertura del mercado, se han dado la vuelta y suben cerca del 4% por la caída del precio del petróleo, en torno al 8%, tras posponer el presidente de EEUU, Donald Trump, los ataques militares contra las centrales eléctricas iraníes.",positivo
"En clara alusión a la red de mensajería Telegram, aseguró que con algunas de esas plataformas se intentó «en vano» llegar durante largo tiempo a un acuerdo.",neutral
"El magnate Elon Musk ha puesto en marcha la salida a Bolsa del grupo aeroespacial SpaceX, que se prevé sea la mayor colocación de la historia y que podría tener lugar entre junio y julio.",positivo
"Algunas de las principales bolsas de valores de Europa incluyen la Bolsa de Valores de Londres (London Stock Exchange), la Bolsa de Valores de Frankfurt (Frankfurt Stock Exchange), la Bolsa de Valores de París (Euronext Paris), la Bolsa de Valores de Madrid (Bolsa de Madrid), entre otras.",neutral
"Este martes se dio un incremento importante en el monto operado en el segmento de contado, que alcanzó los USD 485,9 millones, unos USD 80 millones o 20% más que el lunes, un ritmo de operaciones que anticipa un volumen creciente de dólares cara al segundo trimestre del año, cuando se concentra el superávit comercial por las exportaciones del agro.",positivo
"Trump asegura que Irán ""está suplicando llegar a un acuerdo""El presidente de Estados Unidos, Donald Trump, ha asegurado que Irán ""está suplicando llegar a un acuerdo"" y que él mismo quiere ""llegar a un acuerdo"", a pocas horas de que expire el aplazamiento que anunció de los ataques a infraestructuras energéticas iraníes y en plenas negociaciones para un acuerdo de paz.",neutral
"Él y otros banqueros centrales creían que debían ignorar las perturbaciones de la oferta, ya que el problema de la inflación a corto plazo se resolvería mediante las elasticidades de la oferta y la sustitución, de modo que el aumento de los precios incentiva el ahorro energético, una mayor inversión en nuevos yacimientos petrolíferos y la búsqueda de sustitutos del petróleo.",neutral
"Los compradores de acciones de VCX, como Robinhood Ventures, no recibirán información privilegiada sobre el rendimiento de las empresas participadas por el fondo.",neutral
"Asobancaria dijo que en la próxima reunión de la junta directiva del Banco de la República, prevista para este 31 de marzo, se espera que la junta incremente en 100 puntos básicos la tasa de política monetaria y llegue a un nivel de 11,25%.",neutral
"La firma ha mejorado las previsiones de ingresos y EBITDA del gigante del acero para los próximos años debido a la mejor evolución de precios, especialmente a partir de segundo trimestre.",positivo
"La Oficina de Implementación de Sanciones Financieras (OFSI) ha impuesto una multa de 390.000 libras esterlinas (alrededor de 450.000 euros) a la filial europea de Apple por realizar pagos a la plataforma rusa de streaming Okko, la cual estaba vinculada a una empresa sujeta a sanciones por el Gobierno británico.",negativo
"Eso supone que el potencial que le otorgan supera el 40,6% desde sus actuales niveles de cotización.",positivo
"Desde Singular Bank destacan que la bolsa española retribuye de la mejor manera posible a los inversores, ya que ""tiene las mayores rentabilidades por dividendo del mundo"".",positivo
"La combinación de la caída de la demanda en los exchanges y la mejora de las pérdidas para los inversores a corto plazo al inicio de abril debilita el panorama de la demanda, incluso cuando la estructura técnica ya apunta a una tendencia bajista.",negativo
"La medida involucra directamente a viajeros nacionales e internacionales, así como a autoridades aeroportuarias y tecnológicas, y surge en un contexto de creciente tránsito internacional y demanda de soluciones nuevas en la región de Silicon Valley, según confirmó la cadena estadounidense Fox News con base en comunicados institucionales.",neutral
"Las corporaciones locales, en cambio, lograron un superávit de 5.068 millones (0,3 % del PIB), un 28,4 % inferior al de 2024.",neutral
"El crecimiento de los centros de datos necesarios para sostener la infraestructura de inteligencia artificial impulsa la demanda de recursos como uranio, cobre y otros commodities, incluidas las denominadas tierras raras, que podrían registrar un desempeño favorable en el mediano plazo.",positivo
"“En los últimos 30 días, $STRC ha sido menos volátil que cualquier otra compañía del S&P 500 (y que cualquier otra clase de activos importante), a la vez que ha ofrecido una rentabilidad por dividendo del 11.5%”, escribió Saylor.",positivo
Los menores márgenes se vieron compensados por un crecimiento robusto de la economía y de la demanda de crédito.,positivo
"La defensa de los inversores asegura que el siniestro no es la quiebra de Q-Renta, sino los problemas de liquidez y las pérdidas por inversiones mal asesoradas en el MAB, que se produjeron durante varios años, ya que las sentencias del juzgado de lo mercantil, que determinaron las indemnizaciones, consideraron probada la manipulación de mercado y el conflicto de interés con los clientes.",negativo
"Según TD Cowen, el transporte de mercancías suele representar entre el 7% y el 8% de los costes de producción de las empresas de alimentación.",neutral
"Un valor poco dado a grandes saltos diarios en su cotización, Enagás, se destapó el viernes con un histórico rally alcista del 17%.",positivo
"Puedes comprar empresas que antes eran, digamos, intocables y que tienen buenas perspectivas de crecimiento, como es el caso que estamos viendo nosotros, particularmente, en Magallanes.",positivo
El escenario se agrava por el efecto combinado de mayores costos y menores ingresos.,negativo
"”Felipe Morenés, socio fundador de Stoneshield Capital, añadió: “Más allá de los fundamentales del mercado, lo que nos atrajo de esta alianza es la calidad de la plataforma de Neinor.",positivo
Son compa��as con ingresos estables y poco dependientes de un solo producto o pa�s.- Ventaja competitiva.,positivo
